id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
776819,Our Sunny Penthouse. Stay!!!,4096931,Jose,CIUTAT VELLA,EL CARME,39.47668,-0.37992,Entire home/apt,63,3,433,2024-11-10,2.99,7,317,40,
782942,Charming loft in Plaza Redonda -2,4075514,Ana,CIUTAT VELLA,EL MERCAT,39.47384,-0.37677,Entire home/apt,86,3,327,2024-12-05,2.31,6,176,60,VT-34650-V
852911,Private room with own bathroom,3813918,Guillermo,L'EIXAMPLE,RUSSAFA,39.45832,-0.37453,Private room,25,18,20,2015-07-08,0.15,1,143,0,
853840,Sun Studio City Center @ Top Location-Nice Balcony,2361433,Raúl,CIUTAT VELLA,EL MERCAT,39.47234,-0.3775,Entire home/apt,125,2,105,2024-05-08,0.88,2,150,3,VT-38806-V
864794,Apartamento en el corazón Valencia,3964897,Ricardo,CIUTAT VELLA,LA XEREA,39.4715,-0.37196,Entire home/apt,53,1,66,2024-11-30,2.55,1,281,30,
880307,SUNNY VALENCIA,4655487,Oscar,JESUS,LA RAIOSA,39.45987,-0.38732,Entire home/apt,75,21,126,2024-12-01,0.88,1,58,12,
896304,Penthouse on the beach//wifi,2570450,Morten,POBLATS DEL SUD,EL PERELLONET,39.29884,-0.28764,Entire home/apt,95,2,239,2024-11-23,1.68,1,139,15,
909800,I rent luxury flat Valencia(Spain),4877564,Andrea,POBLATS MARITIMS,EL GRAU,39.46157,-0.33124,Entire home/apt,40,360,0,,,1,365,0,
923390,NOMAD Flats 2 bdroom+wifi,4966350,Avatar Valencia,CIUTAT VELLA,SANT FRANCESC,39.46951,-0.37527,Entire home/apt,139,3,341,2024-12-02,2.37,8,258,53,VT-41254-V
927457,Nuevo Corazón del Centro Loft+WIFI,4356813,Laura Y Lucia,CIUTAT VELLA,SANT FRANCESC,39.46949,-0.37353,Entire home/apt,90,3,422,2024-12-03,2.93,1,98,33,VT-38490-V
929005,sunny single bedroom city centre,5001171,Tony,L'EIXAMPLE,RUSSAFA,39.46041,-0.37373,Private room,40,2,80,2024-11-24,0.75,1,348,4,
938734,A centric loft,4708020,Happy Apartments Valencia,CIUTAT VELLA,SANT FRANCESC,39.46894,-0.37549,Entire home/apt,75,2,37,2024-11-08,0.26,10,290,8,
940297,Unique apartament in the heart of valencia,4708020,Happy Apartments Valencia,CIUTAT VELLA,EL MERCAT,39.47343,-0.37604,Entire home/apt,86,1,16,2024-12-14,0.11,10,356,2,
955937,design loft+wifi+sunny terrace,5194762,Sergio,CAMPANAR,SANT PAU,39.47578,-0.39926,Entire home/apt,199,2,151,2021-08-04,1.05,1,1,0,VT-38235-V
959190,Primera línea de playa cerca de Valencia,5220094,Pilar,POBLATS DEL SUD,EL SALER,39.35203,-0.32259,Entire home/apt,125,7,12,2024-10-28,0.08,1,172,8,VT-40126-V
960147,Your home in the center of Valencia,4678441,Manuel,CIUTAT VELLA,EL CARME,39.47753,-0.37966,Entire home/apt,125,2,296,2024-12-02,2.12,1,293,39,VT-37416-V
969359,"N1 Puerto,Playa,Ciudad Artes yCienc",5128253,Yulia,POBLATS MARITIMS,NATZARET,39.44833,-0.33492,Entire home/apt,9499,2,324,2024-10-21,2.26,2,81,34,
970809,luxury apartment in the city center,5305009,Javier,CIUTAT VELLA,EL MERCAT,39.47376,-0.37578,Entire home/apt,120,4,49,2023-06-12,0.36,2,284,0,VT-37899-V
983548,Flat next to Train Station & Subway,1120386,Ignacio,EXTRAMURS,LA ROQUETA,39.46527,-0.3801,Entire home/apt,70,3,829,2024-12-14,5.79,1,324,59,VT-36327-V
993282,1 Bdr. APARTMENT CENTER VALENCIA,5456718,Carla,EXTRAMURS,LA ROQUETA,39.46614,-0.38086,Entire home/apt,84,3,159,2024-12-08,1.17,1,159,37,
995182,ART GALLERY APARTMENT IN THE CENTER,5318547,Serafin Y Maribel,CIUTAT VELLA,SANT FRANCESC,39.47062,-0.37194,Entire home/apt,305,3,339,2024-12-03,2.42,1,219,50,VT-36511-V
1043431,Ático con terrazas en el carmen,3269596,Victor,CIUTAT VELLA,EL MERCAT,39.47344,-0.37836,Entire home/apt,107,5,463,2024-11-28,3.29,2,214,37,VT-36806-V
1076302,Cozy charming apartment in Valencia,2016540,Cris,EXTRAMURS,LA PETXINA,39.47685,-0.39348,Entire home/apt,116,3,34,2024-08-25,0.24,1,196,4,
1076404,Centric and cozy apartment,2869421,Miguel Ángel,EXTRAMURS,ARRANCAPINS,39.46771240234375,-0.3846670091152191,Entire home/apt,104,2,281,2024-11-01,1.99,1,335,30,VT-42121-V
1103471,Apto. Benimaclet con Wifi,6060427,Mº José,BENIMACLET,BENIMACLET,39.48519,-0.36202,Entire home/apt,95,3,146,2024-12-01,1.04,1,14,19,VT-32844-V
1105407,Charming house in the center,6085420,Pepa,L'EIXAMPLE,RUSSAFA,39.46065,-0.37007,Entire home/apt,200,2,94,2024-12-01,0.88,1,17,18,VT-40709-V
1105703,MARQUÉS DEL TÚRIA: FLAT IN TOWN,6071434,Mª Carmen,L'EIXAMPLE,LA GRAN VIA,39.46516,-0.36888,Entire home/apt,160,2,7,2014-08-29,0.05,1,79,0,
1114098,"Sunny, Cute Apt Historic Centre 35e",1512611,Lula & Luna,CIUTAT VELLA,EL MERCAT,39.47355,-0.38043,Entire home/apt,91,2,109,2024-11-26,0.78,3,27,50,
1145001,"Big apartment in Valencia, Spain",6278049,Lourdes,L'EIXAMPLE,RUSSAFA,39.46043,-0.37314,Entire home/apt,71,2,139,2024-12-09,1.10,1,160,34,
1147656,FAMILY-GOOD VIEWS-SW.POOL-FREE WIFI,6258307,Isabel,CAMPANAR,SANT PAU,39.489837646484375,-0.4043799936771393,Entire home/apt,150,5,241,2024-12-13,1.73,1,170,25,VT-38032-v
1191980,ROOM PERFECT AND BETTER COMFORT,6516174,Grego,L'EIXAMPLE,RUSSAFA,39.46085,-0.37638,Private room,53,5,263,2024-09-24,1.87,3,289,3,
1220708,BEST DEAL TO STAY IN VALENCIA WIFI!,3264741,Clara,LA SAIDIA,SANT ANTONI,39.49138,-0.37427,Entire home/apt,104,14,211,2024-09-09,1.52,1,159,10,
1231911,Sunny flat near uni + Malvarrosa beach,3701192,Adriana,POBLATS MARITIMS,BETERO,39.47316,-0.33541,Entire home/apt,150,2,56,2024-08-26,0.40,2,32,3,VT-33995-V
1232560,Acogedor ático con altillo en Ruzafa,5955237,Jose Luis,L'EIXAMPLE,RUSSAFA,39.46312,-0.37694,Entire home/apt,77,1,165,2024-12-03,1.19,1,28,24,VT-38064-V
1254792,Flat with terrace in the city centre,6835647,Carlos,EXTRAMURS,LA ROQUETA,39.46713,-0.38027,Entire home/apt,124,3,51,2024-12-03,0.40,4,227,31,
1255912,Apartment next to the Turia Gardens,6841170,Gema,CAMINS AL GRAU,PENYA-ROJA,39.46339,-0.35666,Entire home/apt,82,30,24,2023-06-19,0.19,1,66,0,VT38135-V
1263619,Open White Loft by CuldeSac,6879501,Mónica,CIUTAT VELLA,EL PILAR,39.47109,-0.38169,Entire home/apt,186,3,152,2024-10-29,1.09,1,42,24,
1308898,BUBBLE CARO FLAT- City Center- :D,7115413,Elena,CIUTAT VELLA,EL CARME,39.48005,-0.38036,Entire home/apt,108,2,421,2024-12-01,3.04,1,287,38,VT-36275-V
1329697,Penthouse in Valencia-Benimaclet,7214346,Maite,BENIMACLET,BENIMACLET,39.48435,-0.35948,Entire home/apt,97,2,269,2024-11-26,2.07,1,350,24,
1331704,Trendy apartment in down town. WiFi,5824416,F.,L'EIXAMPLE,RUSSAFA,39.46139,-0.37657,Entire home/apt,53,2,191,2024-12-14,1.38,1,194,22,VT-44536-V
1381562,"Céntrico, moderno y a buen precio",7481013,Jesus,CIUTAT VELLA,EL CARME,39.47938,-0.3816,Entire home/apt,106,30,358,2024-12-02,2.68,1,6,39,VT-45016-V
1391621,Pequeño Studio luminoso,7523691,Elena,EXTRAMURS,ARRANCAPINS,39.46842,-0.38674,Entire home/apt,53,5,51,2022-12-06,0.41,1,48,0,
1400077,Central flat with sunny terrace,727214,Meike,CIUTAT VELLA,EL CARME,39.47837,-0.37671,Entire home/apt,93,7,202,2024-12-04,1.48,1,87,25,VT-46600-V
1435971,Apartamento pleno centro,3419118,Ana Amaya,CIUTAT VELLA,LA SEU,39.47701,-0.37513,Entire home/apt,106,28,13,2024-08-18,0.10,1,105,5,
1443990,Apartamento Botanico - Torres Quart,7753366,Jose,EXTRAMURS,EL BOTANIC,39.47932,-0.38506,Entire home/apt,,3,582,2024-12-02,4.22,1,50,54,
1460051,BEAUTIFUL 2 BEDROOM FLAT WITH WIFI,6871400,Montse,L'EIXAMPLE,LA GRAN VIA,39.46449,-0.36583,Entire home/apt,116,3,232,2024-12-02,1.68,1,261,40,44796795V
1470620,Nordic Stay Valencia 5 - Joaquin Sorolla station,3828810,Tom,JESUS,LA RAIOSA,39.45716,-0.38505,Entire home/apt,66,7,56,2024-12-04,0.41,1,204,22,VT-46325-V
1538774,Loft Torres de Serranos,8204317,Carlos,CIUTAT VELLA,EL CARME,39.47973,-0.37538,Entire home/apt,160,4,223,2024-10-26,1.91,1,76,25,VT-38036-V
1587310,Single room in Benimaclet,8286196,Elena,BENIMACLET,BENIMACLET,39.48643,-0.36135,Private room,32,2,70,2024-11-23,0.63,1,62,14,
1639276,Main Central Station Apartment,8704211,Francisco Javier,EXTRAMURS,LA ROQUETA,39.46665,-0.37949,Entire home/apt,,3,169,2024-12-05,1.25,2,249,18,VT-41697-V
1658018,Single Room 1 Valencia Beach,8788278,Laura,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46878,-0.33275,Private room,25,3,115,2024-10-13,0.85,3,5,10,
1702630,Charming house next to the beach,8988014,Emilio Y Sara,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46594,-0.3318,Entire home/apt,76,3,118,2024-11-29,0.90,7,86,3,VT-36805-V
1713200,Renovado Estudio privado en la playa,8987701,Adolfo Y Sara,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46639,-0.33211,Entire home/apt,91,2,25,2024-12-02,0.20,4,59,2,VT-36716-V
1740954,Valencia's  apartment 3 bedroom,3690047,Mompo Gimeno Asociados Sl,L'EIXAMPLE,RUSSAFA,39.45926,-0.37637,Entire home/apt,132,30,57,2024-06-12,0.43,5,270,4,
1758184,cozy loft patio+pool +wifi,9244329,Jo,L'EIXAMPLE,RUSSAFA,39.463,-0.36836,Entire home/apt,136,4,306,2024-10-26,2.26,4,255,9,VT-36177-V
1830872,Beautiful House,9575983,Alejandro,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46482,-0.32747,Entire home/apt,211,2,288,2024-11-16,2.16,1,301,19,VT-33277-V
1838698,Fantastic Family House,9610872,Jose,L'OLIVERETA,TRES FORQUES,39.46727,-0.40433,Entire home/apt,70,5,63,2024-08-31,0.47,1,167,6,
1842000,Luxury air-con 3 bed apt. Arts and Sciences area,9222108,Diana,CAMINS AL GRAU,PENYA-ROJA,39.45848846435547,-0.34858399629592896,Entire home/apt,134,3,67,2024-12-08,1.09,1,305,27,
1842193,"Estudio, lugar singular + wiffi, a pie calle",9244329,Jo,L'EIXAMPLE,RUSSAFA,39.46163,-0.36955,Entire home/apt,101,3,58,2023-08-22,0.64,4,270,0,VT-36177-V
1895636,Luxury Attic Old town Valencia,9609511,James,CIUTAT VELLA,LA XEREA,39.47343,-0.37101,Entire home/apt,146,30,0,,,1,365,0,
1970631,Doble room well connected near Bioparc,2814251,Carlos,L'OLIVERETA,SOTERNES,39.47142,-0.40536,Private room,26,2,223,2024-11-03,2.90,2,365,43,
1991246,HABITACIÓN AMPLIA DOBLE (double room),8788278,Laura,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46837615966797,-0.3317129909992218,Private room,47,2,72,2024-12-02,0.55,3,44,19,
2053439,Luxury apartment Valencia Center,10172001,Jose,CIUTAT VELLA,LA XEREA,39.47625,-0.37203,Entire home/apt,130,3,261,2024-12-18,2.21,1,336,31,
2103536,Penthouse with terrace and pool,10725621,Erika,CAMINS AL GRAU,AIORA,39.46336,-0.33761,Entire home/apt,89,3,177,2024-12-02,1.43,1,317,19,
2146923,Great 3 bd flat historical centre,10959379,Victoria,CIUTAT VELLA,EL CARME,39.47798,-0.38155,Entire home/apt,135,1,714,2024-12-02,5.38,5,95,50,VT32878V
2211787,NEW COSY LOFT IN HEART OF VALENCIA,9855565,Maria,EXTRAMURS,ARRANCAPINS,39.46609,-0.38208,Entire home/apt,73,3,534,2024-11-30,4.03,1,162,63,VT-44006-V
2353221,Habitación centro doble con terraza  valencia,2423092,Maria Luisa,L'EIXAMPLE,RUSSAFA,39.46215,-0.37183,Private room,40,3,108,2024-11-15,0.82,2,358,25,
2360229,DOUBLE ROOM+WIFI+TERRACE,7463142,Silvia,L'OLIVERETA,NOU MOLES,39.47135,-0.40503,Private room,44,28,58,2023-12-16,0.44,1,180,0,
2364778,Lovely flat in ideal location Wifi,3454879,Vivien,L'EIXAMPLE,LA GRAN VIA,39.46807,-0.36511,Entire home/apt,109,3,282,2024-11-27,2.15,1,37,13,VT-37238-V
2375520,Central with double bed,2102653,Viviani,EXTRAMURS,ARRANCAPINS,39.46673,-0.38829,Private room,53,3,39,2024-12-04,0.30,1,2,12,
2424805,Central & spacious with Bali Style/Nice Terrace,12392664,Laura,QUATRE CARRERES,MONT-OLIVET,39.4601,-0.3665,Entire home/apt,105,7,147,2024-12-01,1.12,1,211,21,
2445550,Centric apartament terrace and wifi,6068973,Carlos,CIUTAT VELLA,SANT FRANCESC,39.47161,-0.37684,Entire home/apt,42,4,220,2019-09-25,1.68,1,0,0,VT-37898-V
2452337,Estudio para parejas con WIFI en la playa,8988014,Emilio Y Sara,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46845,-0.33164,Entire home/apt,67,3,178,2024-06-14,1.39,7,38,1,VT-36803-V
2459637,Habitación céntrica con terraza Valencia-Ruzafa,2423092,Maria Luisa,L'EIXAMPLE,RUSSAFA,39.46215,-0.37286,Private room,40,3,140,2024-11-04,1.07,2,360,24,
2486462,APARTMENT IN HISTORIC CENTRE,12723722,Cristina,CIUTAT VELLA,LA SEU,39.47636,-0.37638,Entire home/apt,90,3,239,2024-12-03,1.82,1,247,30,VT - 44804 - V
2488639,FERIA VALENCIA+wifi+garaje PGVT-1718-V,12737363,Toni,POBLATS DE L'OEST,BENIMAMET,39.50489,-0.42584,Entire home/apt,130,2,113,2024-12-02,0.86,1,67,15,PGVT-1718-V
2533554,Habitación en el Cabañal,12976069,Eva,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46385,-0.33058,Private room,25,1,277,2024-12-15,2.14,1,71,38,
2534892,Piso romantico Playa Cabanyal wifi,6383590,Sony,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46477,-0.33255,Entire home/apt,,4,264,2024-11-01,2.01,1,0,9,VT-36594-V9
2535466,Apartamento  centro Valencia,9933766,Gabriela,EXTRAMURS,LA ROQUETA,39.4682,-0.38089,Entire home/apt,,3,39,2024-10-08,0.31,1,214,1,VT-40125-V
2606636,¡Impresionantes vistas al mar!,791187,Inés,POBLATS MARITIMS,LA MALVA-ROSA,39.48273,-0.32575,Entire home/apt,130,4,154,2024-10-01,1.19,7,37,24,
2646820,Comfy and Luminous apartment with balcony,1497590,David,LA SAIDIA,MORVEDRE,39.48614,-0.37346,Entire home/apt,90,4,90,2024-11-04,0.69,3,325,17,VT-36792-V
2706156,Apart.- Loft en Barrio Carmen Vlc,13849445,Felix,CIUTAT VELLA,EL CARME,39.47863,-0.38021,Entire home/apt,115,2,207,2024-12-03,1.64,1,85,36,VT-40399-V
2725241,Petite Penthouse,13945003,Mercedes,EXTRAMURS,ARRANCAPINS,39.461,-0.37965,Entire home/apt,119,2,307,2024-07-11,2.36,3,127,8,VT-37127-V
2743692,Amazing design apt in Valencia! FREE WIFI,14037016,Isidro,L'EIXAMPLE,RUSSAFA,39.46416,-0.3728,Entire home/apt,146,3,315,2024-12-02,2.43,6,49,21,VT-36424-V
2796700,Apartament en Ruzafa,14306345,Carmela,L'EIXAMPLE,RUSSAFA,39.46262,-0.36879,Private room,60,1,4,2023-09-21,0.06,1,337,0,
2821086,COZY APARTMENT IN DOWNTOWN HEART,14432005,Jorge,CIUTAT VELLA,LA SEU,39.47449,-0.37468,Entire home/apt,103,5,415,2024-12-14,3.49,1,31,39,
2851410,Comfy café society enclave,1497590,David,EXTRAMURS,ARRANCAPINS,39.4682,-0.3886,Entire home/apt,111,4,70,2024-12-09,0.55,3,297,17,VT-36793-V
2855311,Precioso  apart. en el centro,14597325,Carlos & Petra,CIUTAT VELLA,EL MERCAT,39.47503,-0.38077,Entire home/apt,90,4,162,2024-11-13,1.25,1,84,11,
